flight_number,airline_iata,airline_name,origin_iata,origin_city,dest_iata,dest_city,scheduled_departure,scheduled_arrival,actual_departure,actual_arrival,status,delay_minutes,distance_km,aircraft_type,origin_weather_code,origin_temp_c,origin_wind_kmh,origin_visibility_km,origin_precip_mm,origin_humidity,dest_weather_code,dest_temp_c,dest_wind_kmh,dest_visibility_km,dest_precip_mm,dest_humidity,weather_severity,origin_weather_severity,dest_weather_severity,hour_of_day,day_of_week,month,is_weekend,is_holiday,congestion_level,origin_congestion,dest_congestion,airline_reliability,historical_delay_rate,is_delayed
TK2134,TK,Turkish Airlines,JFK,New York,DXB,Dubai,2025-10-04 14:30:00,2025-10-05 04:15:04,2025-10-04 14:25:00,2025-10-05 04:10:04,on_time,0,11001,B787,clear,31.5,1.1,19.7,0.0,87,fog,6.2,8.8,1.6,0.6,53,0.495,0.0,0.495,14,5,10,1,0,0.261,0.505,0.017,0.77,0.24,0
EK5631,EK,Emirates,ORY,Paris,LHR,London,2026-01-30 09:40:00,2026-01-30 10:07:22,2026-01-30 09:44:00,2026-01-30 10:11:22,on_time,0,365,E190,clear,32.9,12.7,12.5,0.0,65,cloudy,19.1,6.9,11.8,0.3,49,0.092,0.045,0.092,9,4,1,0,0,0.813,0.826,0.8,0.88,0.082,0
BA7302,BA,British Airways,CDG,Paris,ORY,Paris,2025-02-24 21:45:00,2025-02-24 21:47:33,2025-02-24 21:42:00,2025-02-24 21:44:33,on_time,0,34,B747,storm,13.8,40.5,3.3,26.6,33,cloudy,17.5,17.8,8.7,0.1,81,1.0,1.0,0.312,21,0,2,0,0,0.446,0.384,0.507,0.82,0.069,0
DL6393,DL,Delta Air Lines,LHR,London,DXB,Dubai,2025-07-25 15:25:00,2025-07-25 22:17:16,2025-07-25 16:04:00,2025-07-25 22:56:16,delayed,39,5497,E190,cloudy,24.8,11.4,14.9,0.2,81,clear,25.3,1.6,12.4,0.0,87,0.076,0.0,0.076,15,4,7,0,0,0.462,0.41,0.514,0.83,0.223,1
EK7810,EK,Emirates,LHR,London,ORY,Paris,2025-11-23 17:15:00,2025-11-23 17:42:22,2025-11-23 17:20:00,2025-11-23 17:47:22,on_time,0,365,A380,cloudy,22.6,15.0,10.6,0.2,69,clear,33.9,7.6,19.7,0.0,75,0.029,0.029,0.0,17,6,11,1,0,0.832,0.762,0.901,0.88,0.213,0
BA9239,BA,British Airways,DXB,Dubai,CDG,Paris,2025-09-09 07:20:00,2025-09-09 13:52:51,2025-09-09 07:20:00,2025-09-09 13:52:51,on_time,0,5238,B737,clear,29.6,11.5,13.7,0.0,54,cloudy,6.7,15.1,12.9,0.1,45,0.227,0.161,0.227,7,1,9,0,0,0.286,0.103,0.47,0.82,0.11,0
DL8125,DL,Delta Air Lines,BCN,Barcelona,ORY,Paris,2025-08-25 13:00:00,2025-08-25 14:01:57,2025-08-25 13:03:00,2025-08-25 14:04:57,on_time,0,826,E190,fog,0.7,7.1,1.6,0.5,49,storm,11.1,76.6,2.3,18.8,68,0.887,0.53,0.887,13,0,8,0,0,0.499,0.49,0.509,0.83,0.17,0
AF6329,AF,Air France,JFK,New York,DXB,Dubai,2025-08-08 10:05:00,2025-08-08 23:50:04,2025-08-08 10:09:00,2025-08-08 23:54:04,on_time,0,11001,A330,cloudy,27.5,16.7,13.2,0.4,33,rain,21.4,33.5,8.4,9.1,36,0.411,0.138,0.411,10,4,8,0,0,0.454,0.701,0.207,0.78,0.24,0
DL7937,DL,Delta Air Lines,BCN,Barcelona,FCO,Rome,2025-02-17 14:55:00,2025-02-17 15:58:27,2025-02-17 15:00:00,2025-02-17 16:03:27,on_time,0,846,B787,snow,-13.1,5.6,2.6,4.7,56,rain,20.5,36.2,8.2,1.9,47,0.558,0.558,0.487,14,0,2,0,0,0.543,0.467,0.62,0.83,0.212,0
EK5294,EK,Emirates,LHR,London,JFK,New York,2025-09-24 20:25:00,2025-09-25 03:20:30,2025-09-24 20:27:00,2025-09-25 03:22:30,on_time,0,5540,B777,cloudy,17.6,18.5,13.8,0.3,63,cloudy,27.0,10.6,8.7,0.5,68,0.082,0.082,0.0,20,2,9,0,0,0.36,0.452,0.268,0.88,0.068,0
TK9308,TK,Turkish Airlines,JFK,New York,FCO,Rome,2025-06-21 09:45:00,2025-06-21 18:19:52,2025-06-21 10:50:00,2025-06-21 19:24:52,delayed,65,6865,A380,clear,28.5,5.7,19.8,0.0,48,cloudy,27.0,6.6,14.3,0.3,91,0.174,0.028,0.174,9,5,6,1,0,0.74,0.827,0.652,0.77,0.232,1
FR4806,FR,Ryanair,ORY,Paris,CDG,Paris,2025-06-03 09:50:00,2025-06-03 09:52:33,2025-06-03 09:48:00,2025-06-03 09:50:33,on_time,0,34,B737,cloudy,25.8,9.5,8.1,0.1,72,cloudy,20.7,7.7,14.7,0.5,50,0.168,0.108,0.168,9,1,6,0,0,0.74,0.775,0.704,0.68,0.198,0
AF4988,AF,Air France,JFK,New York,BCN,Barcelona,2025-03-18 16:15:00,2025-03-18 23:56:15,2025-03-18 16:10:00,2025-03-18 23:51:15,on_time,0,6150,E190,clear,25.7,10.8,19.4,0.0,52,fog,16.8,0.4,1.7,0.8,53,0.59,0.201,0.59,16,1,3,0,0,0.401,0.604,0.199,0.78,0.234,0
IB2975,IB,Iberia,DXB,Dubai,CDG,Paris,2025-06-26 12:50:00,2025-06-26 19:22:51,2025-06-26 12:48:00,2025-06-26 19:20:51,on_time,0,5238,E190,rain,13.3,24.8,9.6,12.9,89,clear,21.6,11.0,16.5,0.0,31,0.302,0.302,0.126,12,3,6,0,0,0.672,0.458,0.887,0.76,0.11,0
AZ2036,AZ,ITA Airways,BCN,Barcelona,FCO,Rome,2025-09-07 13:05:00,2025-09-07 14:08:27,2025-09-07 13:00:00,2025-09-07 14:03:27,on_time,0,846,B777,rain,10.6,12.9,9.9,7.7,61,cloudy,10.4,20.1,14.6,0.2,31,0.237,0.237,0.178,13,6,9,1,0,0.511,0.372,0.65,0.74,0.212,0
AZ3678,AZ,ITA Airways,JFK,New York,ORY,Paris,2026-01-18 13:55:00,2026-01-18 21:12:24,2026-01-18 13:58:00,2026-01-18 21:15:24,on_time,0,5832,A350,cloudy,22.7,18.8,11.7,0.5,77,rain,21.2,24.3,6.2,14.8,77,0.645,0.144,0.645,13,6,1,1,0,0.512,0.563,0.461,0.74,0.193,0
BA8461,BA,British Airways,FCO,Rome,DXB,Dubai,2025-10-28 12:55:00,2025-10-28 18:20:43,2025-10-28 13:54:00,2025-10-28 19:19:43,delayed,59,4343,B777,rain,9.9,37.5,3.8,12.6,94,clear,18.0,4.9,15.2,0.0,56,0.422,0.422,0.094,12,1,10,0,0,0.837,0.738,0.935,0.82,0.238,1
VY7834,VY,Vueling,BCN,Barcelona,CDG,Paris,2025-04-09 13:35:00,2025-04-09 14:39:21,2025-04-09 13:31:00,2025-04-09 14:35:21,on_time,0,858,A320,fog,10.2,5.6,1.4,0.3,32,clear,29.9,8.7,10.5,0.0,38,0.541,0.541,0.128,13,2,4,0,0,0.583,0.556,0.609,0.7,0.203,0
EK3748,EK,Emirates,JFK,New York,DXB,Dubai,2025-04-11 17:55:00,2025-04-12 07:40:04,2025-04-11 17:52:00,2025-04-12 07:37:04,on_time,0,11001,A320,clear,27.9,6.3,19.9,0.0,78,clear,34.3,13.1,11.3,0.0,45,0.203,0.203,0.0,17,4,4,0,0,0.533,0.635,0.432,0.88,0.24,0
LH650,LH,Lufthansa,BCN,Barcelona,CDG,Paris,2025-09-26 16:40:00,2025-09-26 17:44:21,2025-09-26 17:30:00,2025-09-26 18:34:21,delayed,50,858,B777,cloudy,14.8,12.6,8.1,0.2,49,cloudy,5.7,18.2,11.5,0.5,32,0.277,0.277,0.068,16,4,9,0,0,0.562,0.474,0.65,0.8,0.203,1
TK3721,TK,Turkish Airlines,DXB,Dubai,BCN,Barcelona,2025-02-25 09:00:00,2025-02-25 15:28:07,2025-02-25 09:03:00,2025-02-25 15:31:07,on_time,0,5175,B747,clear,23.0,3.5,12.2,0.0,37,cloudy,10.4,23.3,11.2,0.3,71,0.134,0.13,0.134,9,1,2,0,0,0.774,0.935,0.613,0.77,0.112,0
AF5027,AF,Air France,JFK,New York,LHR,London,2025-11-13 21:55:00,2025-11-14 04:50:30,2025-11-13 21:53:00,2025-11-14 04:48:30,on_time,0,5540,A330,clear,33.2,9.4,14.3,0.0,74,storm,16.4,56.2,3.8,19.3,68,1.0,0.0,1.0,21,3,11,0,0,0.279,0.456,0.101,0.78,0.093,0
AF9256,AF,Air France,BCN,Barcelona,LHR,London,2025-11-15 12:30:00,2025-11-15 13:56:01,2025-11-15 12:34:00,2025-11-15 14:00:01,on_time,0,1147,A350,clear,26.1,2.0,12.4,0.0,40,clear,16.8,10.9,11.9,0.0,35,0.066,0.039,0.066,12,5,11,1,0,0.522,0.547,0.496,0.78,0.071,0
IB4385,IB,Iberia,LHR,London,ORY,Paris,2025-07-06 21:00:00,2025-07-06 21:27:22,2025-07-06 20:59:00,2025-07-06 21:26:22,on_time,0,365,B737,rain,7.0,15.7,8.2,11.5,91,cloudy,18.9,9.1,14.2,0.3,66,0.411,0.411,0.0,21,6,7,1,0,0.567,0.559,0.575,0.76,0.213,0
VY8280,VY,Vueling,DXB,Dubai,LHR,London,2025-09-29 17:25:00,2025-09-30 00:17:16,2025-09-29 17:23:00,2025-09-30 00:15:16,on_time,0,5497,B787,clear,33.3,5.6,14.1,0.0,58,fog,4.7,9.3,1.2,0.4,49,0.525,0.079,0.525,17,0,9,0,0,0.415,0.659,0.172,0.7,0.07,0
IB894,IB,Iberia,FCO,Rome,BCN,Barcelona,2025-06-12 17:35:00,2025-06-12 18:38:27,2025-06-12 17:40:00,2025-06-12 18:43:27,on_time,0,846,A320,clear,34.3,9.6,14.9,0.0,75,clear,24.8,13.8,15.4,0.0,37,0.225,0.225,0.144,17,3,6,0,0,0.899,0.927,0.872,0.76,0.112,0
AA7154,AA,American Airlines,LHR,London,ORY,Paris,2025-05-30 06:10:00,2025-05-30 06:37:22,2025-05-30 06:38:00,2025-05-30 07:05:22,delayed,28,365,A330,clear,15.2,7.6,13.7,0.0,91,clear,15.1,8.3,10.1,0.0,65,0.06,0.06,0.037,6,4,5,0,0,0.325,0.228,0.421,0.81,0.213,1
U26740,U2,easyJet,CDG,Paris,ORY,Paris,2025-04-18 09:45:00,2025-04-18 09:47:33,2025-04-18 09:41:00,2025-04-18 09:43:33,on_time,0,34,B747,rain,13.0,34.5,4.9,6.6,77,cloudy,18.0,24.8,8.0,0.3,40,0.423,0.423,0.175,9,4,4,0,0,0.727,0.642,0.812,0.72,0.069,0
VY8997,VY,Vueling,LHR,London,FCO,Rome,2025-03-01 15:55:00,2025-03-01 17:43:13,2025-03-01 15:54:00,2025-03-01 17:42:13,on_time,0,1443,E190,clear,18.4,7.5,14.3,0.0,42,clear,19.6,13.5,16.9,0.0,64,0.083,0.019,0.083,15,5,3,1,0,0.483,0.375,0.592,0.7,0.138,0
EK8304,EK,Emirates,FCO,Rome,CDG,Paris,2025-07-12 01:15:00,2025-07-12 02:37:30,2025-07-12 01:11:00,2025-07-12 02:33:30,on_time,0,1100,B737,fog,10.6,7.5,1.5,0.4,39,clear,19.8,12.5,13.9,0.0,72,0.426,0.426,0.0,1,5,7,1,0,0.081,0.0,0.161,0.88,0.198,0
AZ1504,AZ,ITA Airways,CDG,Paris,ORY,Paris,2025-05-30 19:25:00,2025-05-30 19:27:33,2025-05-30 19:26:00,2025-05-30 19:28:33,on_time,0,34,E190,cloudy,18.9,17.3,11.4,0.5,71,cloudy,23.0,14.0,8.1,0.3,78,0.325,0.325,0.171,19,4,5,0,0,0.768,0.79,0.746,0.74,0.069,0
TK6785,TK,Turkish Airlines,JFK,New York,ORY,Paris,2025-03-10 06:10:00,2025-03-10 13:27:24,2025-03-10 06:13:00,2025-03-10 13:30:24,on_time,0,5832,A321,fog,6.8,7.8,0.4,0.4,76,rain,20.9,23.3,8.3,2.4,41,0.647,0.647,0.397,6,0,3,0,0,0.429,0.314,0.544,0.77,0.193,0
IB2490,IB,Iberia,CDG,Paris,ORY,Paris,2025-11-11 06:45:00,2025-11-11 06:47:33,2025-11-11 06:47:00,2025-11-11 06:49:33,on_time,0,34,A321,rain,17.9,35.9,3.1,6.8,40,clear,33.1,14.7,15.7,0.0,78,0.229,0.229,0.067,6,1,11,0,0,0.342,0.332,0.352,0.76,0.069,0
LH9838,LH,Lufthansa,ORY,Paris,DXB,Dubai,2025-09-04 10:05:00,2025-09-04 16:38:27,2025-09-04 10:10:00,2025-09-04 16:43:27,on_time,0,5246,A330,clear,22.2,14.2,17.2,0.0,55,cloudy,12.0,24.0,9.0,0.3,72,0.205,0.0,0.205,10,3,9,0,0,0.7,0.853,0.547,0.8,0.191,0
FR9112,FR,Ryanair,JFK,New York,LHR,London,2026-01-22 08:25:00,2026-01-22 15:20:30,2026-01-22 10:05:00,2026-01-22 17:00:30,delayed,100,5540,A320,snow,-12.0,16.9,2.6,15.2,92,snow,-9.5,13.4,4.9,8.6,55,0.698,0.698,0.416,8,3,1,0,0,0.53,0.622,0.438,0.68,0.093,1
TK8855,TK,Turkish Airlines,FCO,Rome,LHR,London,2025-05-19 12:20:00,2025-05-19 14:08:13,2025-05-19 12:21:00,2025-05-19 14:09:13,on_time,0,1443,B787,clear,31.6,1.0,18.5,0.0,93,rain,7.6,29.8,8.0,12.0,39,0.339,0.0,0.339,12,0,5,0,0,0.433,0.409,0.458,0.77,0.161,0
AZ1835,AZ,ITA Airways,BCN,Barcelona,FCO,Rome,2025-11-06 04:25:00,2025-11-06 05:28:27,2025-11-06 04:26:00,2025-11-06 05:29:27,on_time,0,846,A320,rain,16.3,34.4,7.2,13.8,43,cloudy,20.3,8.3,11.5,0.3,81,0.457,0.457,0.0,4,3,11,0,0,0.134,0.149,0.118,0.74,0.212,0
DL8637,DL,Delta Air Lines,CDG,Paris,LHR,London,2025-10-20 17:40:00,2025-10-20 18:05:57,2025-10-20 17:38:00,2025-10-20 18:03:57,on_time,0,346,B777,clear,26.6,8.6,14.5,0.0,94,clear,24.7,4.4,19.2,0.0,48,0.12,0.12,0.0,17,0,10,0,0,0.906,0.812,1.0,0.83,0.23,0
BA6736,BA,British Airways,JFK,New York,DXB,Dubai,2025-09-13 17:35:00,2025-09-14 07:20:04,2025-09-13 17:33:00,2025-09-14 07:18:04,on_time,0,11001,A330,cloudy,12.3,11.0,13.3,0.1,73,clear,31.0,13.9,17.4,0.0,50,0.115,0.115,0.074,17,5,9,1,0,0.662,0.797,0.527,0.82,0.24,0
AA8119,AA,American Airlines,ORY,Paris,BCN,Barcelona,2025-09-10 11:55:00,2025-09-10 12:56:57,2025-09-10 11:54:00,2025-09-10 12:55:57,on_time,0,826,B787,clear,27.3,3.0,15.9,0.0,57,snow,-1.3,6.9,1.5,17.7,53,0.663,0.231,0.663,11,2,9,0,0,0.629,0.647,0.612,0.81,0.208,0
FR9871,FR,Ryanair,FCO,Rome,JFK,New York,2025-08-20 15:25:00,2025-08-20 23:59:52,2025-08-20 15:26:00,2025-08-21 00:00:52,on_time,0,6865,A330,clear,22.0,6.9,11.7,0.0,68,cloudy,6.9,7.7,7.1,0.2,53,0.127,0.0,0.127,15,2,8,0,0,0.424,0.538,0.311,0.68,0.128,0
AZ8381,AZ,ITA Airways,DXB,Dubai,LHR,London,2025-05-07 13:40:00,2025-05-07 20:32:16,2025-05-07 13:43:00,2025-05-07 20:35:16,on_time,0,5497,B777,cloudy,20.9,17.9,15.0,0.3,92,snow,-9.7,18.5,1.3,8.5,31,0.593,0.258,0.593,13,2,5,0,0,0.613,0.384,0.843,0.74,0.07,0
VY8998,VY,Vueling,LHR,London,BCN,Barcelona,2025-09-01 17:35:00,2025-09-01 19:01:01,2025-09-01 17:34:00,2025-09-01 19:00:01,on_time,0,1147,B737,clear,24.8,1.2,10.3,0.0,67,clear,25.8,2.5,14.6,0.0,93,0.132,0.132,0.063,17,0,9,0,0,0.798,0.692,0.905,0.7,0.134,0
TK7115,TK,Turkish Airlines,DXB,Dubai,CDG,Paris,2025-09-14 14:30:00,2025-09-14 21:02:51,2025-09-14 14:34:00,2025-09-14 21:06:51,on_time,0,5238,A330,fog,1.8,8.3,1.5,0.3,34,snow,-0.3,7.6,5.3,4.1,60,0.694,0.618,0.694,14,6,9,1,0,0.454,0.448,0.46,0.77,0.11,0
DL2178,DL,Delta Air Lines,DXB,Dubai,ORY,Paris,2025-05-17 18:45:00,2025-05-18 01:18:27,2025-05-17 18:44:00,2025-05-18 01:17:27,on_time,0,5246,A330,clear,22.0,4.2,15.4,0.0,67,rain,21.1,25.4,9.3,12.4,47,0.528,0.0,0.528,18,5,5,1,0,0.419,0.781,0.056,0.83,0.064,0
TK1626,TK,Turkish Airlines,ORY,Paris,JFK,New York,2025-07-15 18:50:00,2025-07-16 02:07:24,2025-07-15 18:45:00,2025-07-16 02:02:24,on_time,0,5832,B777,clear,22.9,2.1,16.3,0.0,78,cloudy,23.3,20.4,9.6,0.4,77,0.177,0.07,0.177,18,1,7,0,0,0.498,0.889,0.108,0.77,0.147,0
TK366,TK,Turkish Airlines,FCO,Rome,BCN,Barcelona,2025-08-03 19:40:00,2025-08-03 20:43:27,2025-08-03 19:42:00,2025-08-03 20:45:27,on_time,0,846,A321,storm,16.7,78.4,4.3,22.3,71,clear,25.9,2.0,18.5,0.0,36,0.972,0.972,0.0,19,6,8,1,0,0.707,1.0,0.414,0.77,0.112,0
VY7132,VY,Vueling,BCN,Barcelona,ORY,Paris,2025-09-22 00:30:00,2025-09-22 01:31:57,2025-09-22 00:28:00,2025-09-22 01:29:57,on_time,0,826,A321,cloudy,9.7,18.8,7.2,0.3,50,rain,4.8,20.8,3.6,10.3,51,0.358,0.295,0.358,0,0,9,0,0,0.036,0.072,0.0,0.7,0.17,0
AF6370,AF,Air France,FCO,Rome,CDG,Paris,2025-05-21 13:10:00,2025-05-21 14:32:30,2025-05-21 13:07:00,2025-05-21 14:29:30,on_time,0,1100,A330,clear,26.9,7.8,14.5,0.0,73,rain,16.2,24.3,4.6,2.3,43,0.279,0.0,0.279,13,2,5,0,0,0.564,0.648,0.479,0.78,0.198,0
EK7135,EK,Emirates,FCO,Rome,BCN,Barcelona,2025-03-08 14:00:00,2025-03-08 15:03:27,2025-03-08 14:48:00,2025-03-08 15:51:27,delayed,48,846,B737,rain,14.6,14.9,5.5,4.0,49,clear,28.7,12.9,10.9,0.0,45,0.467,0.467,0.067,14,5,3,1,0,0.539,0.549,0.529,0.88,0.112,1
DL8208,DL,Delta Air Lines,BCN,Barcelona,ORY,Paris,2025-06-22 16:15:00,2025-06-22 17:16:57,2025-06-22 16:13:00,2025-06-22 17:14:57,on_time,0,826,B747,clear,26.1,9.0,16.1,0.0,33,clear,32.5,3.1,16.1,0.0,80,0.0,0.0,0.0,16,6,6,1,0,0.78,0.619,0.942,0.83,0.17,0
VY3634,VY,Vueling,CDG,Paris,JFK,New York,2025-12-24 15:40:00,2025-12-24 22:57:28,2025-12-24 17:43:00,2025-12-25 01:00:28,delayed,123,5833,A320,snow,0.1,5.4,2.8,7.7,79,cloudy,14.7,15.9,7.6,0.2,39,0.634,0.634,0.112,15,2,12,0,0,0.309,0.52,0.098,0.7,0.126,1
U21183,U2,easyJet,CDG,Paris,DXB,Dubai,2025-06-27 15:40:00,2025-06-27 22:12:51,2025-06-27 15:45:00,2025-06-27 22:17:51,on_time,0,5238,A380,clear,30.3,6.4,14.0,0.0,49,clear,16.6,13.8,19.7,0.0,71,0.108,0.014,0.108,15,4,6,0,0,0.506,0.529,0.483,0.72,0.111,0
TK2034,TK,Turkish Airlines,FCO,Rome,LHR,London,2025-06-03 06:05:00,2025-06-03 07:53:13,2025-06-03 06:04:00,2025-06-03 07:52:13,on_time,0,1443,A320,clear,33.5,1.7,16.1,0.0,52,clear,29.0,2.5,19.5,0.0,63,0.251,0.251,0.0,6,1,6,0,0,0.312,0.277,0.347,0.77,0.161,0
LH301,LH,Lufthansa,JFK,New York,DXB,Dubai,2025-10-27 06:55:00,2025-10-27 20:40:04,2025-10-27 07:33:00,2025-10-27 21:18:04,delayed,38,11001,A350,clear,34.5,9.4,15.0,0.0,37,clear,18.3,2.4,17.7,0.0,44,0.119,0.119,0.0,6,0,10,0,0,0.633,0.348,0.919,0.8,0.24,1
IB3756,IB,Iberia,CDG,Paris,DXB,Dubai,2025-08-16 20:10:00,2025-08-17 02:42:51,2025-08-16 20:07:00,2025-08-17 02:39:51,on_time,0,5238,B787,fog,16.8,8.6,1.2,0.9,83,cloudy,14.6,19.4,8.4,0.0,77,0.682,0.682,0.037,20,5,8,1,0,0.286,0.508,0.064,0.76,0.111,0
BA2566,BA,British Airways,CDG,Paris,DXB,Dubai,2025-09-27 19:20:00,2025-09-28 01:52:51,2025-09-27 19:18:00,2025-09-28 01:50:51,on_time,0,5238,A320,fog,5.9,5.5,0.1,0.2,68,fog,8.4,5.9,1.0,0.8,55,0.661,0.661,0.632,19,5,9,1,0,0.529,0.851,0.207,0.82,0.111,0
DL3892,DL,Delta Air Lines,LHR,London,CDG,Paris,2025-11-05 10:55:00,2025-11-05 11:20:57,2025-11-05 11:50:00,2025-11-05 12:15:57,delayed,55,346,B787,rain,19.7,38.5,3.0,10.2,69,fog,17.7,4.2,1.9,1.0,48,0.598,0.335,0.598,10,2,11,0,0,0.749,0.733,0.765,0.83,0.11,1
IB2330,IB,Iberia,LHR,London,BCN,Barcelona,2025-09-23 22:05:00,2025-09-23 23:31:01,2025-09-23 22:03:00,2025-09-23 23:29:01,on_time,0,1147,E190,clear,26.6,7.6,16.4,0.0,37,cloudy,10.4,10.2,8.8,0.4,71,0.19,0.092,0.19,22,1,9,0,0,0.262,0.269,0.255,0.76,0.134,0
BA4166,BA,British Airways,CDG,Paris,JFK,New York,2025-04-26 12:25:00,2025-04-26 19:42:28,2025-04-26 13:35:00,2025-04-26 20:52:28,delayed,70,5833,B737,rain,10.7,26.1,9.8,3.9,69,cloudy,7.1,21.2,8.7,0.4,35,0.475,0.475,0.119,12,5,4,1,0,0.698,0.572,0.825,0.82,0.126,1
AF1476,AF,Air France,LHR,London,FCO,Rome,2026-01-13 10:10:00,2026-01-13 11:58:13,2026-01-13 10:15:00,2026-01-13 12:03:13,on_time,0,1443,E190,snow,-14.5,17.1,3.3,15.5,61,storm,25.7,37.0,1.0,34.1,58,0.805,0.628,0.805,10,1,1,0,0,0.713,0.769,0.657,0.78,0.138,0
BA3617,BA,British Airways,DXB,Dubai,JFK,New York,2025-02-12 23:15:00,2025-02-13 13:00:04,2025-02-12 23:15:00,2025-02-13 13:00:04,on_time,0,11001,A330,clear,33.0,6.7,11.3,0.0,72,snow,-14.1,32.7,3.2,15.0,93,0.697,0.0,0.697,23,2,2,0,0,0.391,0.194,0.588,0.82,0.146,0
VY5983,VY,Vueling,JFK,New York,LHR,London,2025-04-18 04:45:00,2025-04-18 11:40:30,2025-04-18 04:46:00,2025-04-18 11:41:30,on_time,0,5540,B777,rain,14.7,29.4,6.5,13.4,91,cloudy,13.8,13.4,11.8,0.4,61,0.393,0.393,0.005,4,4,4,0,0,0.397,0.0,0.794,0.7,0.093,0
IB1016,IB,Iberia,DXB,Dubai,LHR,London,2025-11-17 13:30:00,2025-11-17 20:22:16,2025-11-17 14:04:00,2025-11-17 20:56:16,delayed,34,5497,A350,cloudy,11.2,5.5,11.4,0.0,65,clear,25.6,11.5,20.0,0.0,42,0.262,0.262,0.181,13,0,11,0,0,0.703,0.615,0.79,0.76,0.07,1
IB1020,IB,Iberia,DXB,Dubai,LHR,London,2025-04-30 08:45:00,2025-04-30 15:37:16,2025-04-30 08:41:00,2025-04-30 15:33:16,on_time,0,5497,A350,clear,21.4,11.1,13.6,0.0,75,clear,17.8,14.2,18.4,0.0,93,0.14,0.14,0.029,8,2,4,0,0,0.635,0.625,0.644,0.76,0.07,0
AF6581,AF,Air France,DXB,Dubai,ORY,Paris,2025-10-28 13:25:00,2025-10-28 19:58:27,2025-10-28 13:30:00,2025-10-28 20:03:27,on_time,0,5246,E190,storm,28.2,40.1,1.5,30.1,71,clear,26.7,13.8,17.7,0.0,76,0.962,0.962,0.084,13,1,10,0,0,0.726,0.596,0.857,0.78,0.064,0
LH129,LH,Lufthansa,CDG,Paris,LHR,London,2025-07-16 07:10:00,2025-07-16 07:35:57,2025-07-16 07:07:00,2025-07-16 07:32:57,on_time,0,346,E190,rain,16.9,23.1,7.5,7.8,70,clear,28.9,13.9,17.9,0.0,52,0.306,0.306,0.082,7,2,7,0,0,0.395,0.37,0.421,0.8,0.23,0
AF5842,AF,Air France,LHR,London,FCO,Rome,2025-05-05 15:45:00,2025-05-05 17:33:13,2025-05-05 15:41:00,2025-05-05 17:29:13,on_time,0,1443,A380,clear,19.4,8.5,19.4,0.0,39,clear,18.4,13.3,10.9,0.0,72,0.194,0.194,0.0,15,0,5,0,0,0.588,0.68,0.496,0.78,0.138,0
TK4931,TK,Turkish Airlines,BCN,Barcelona,CDG,Paris,2025-02-01 05:35:00,2025-02-01 06:39:21,2025-02-01 05:30:00,2025-02-01 06:34:21,on_time,0,858,A320,clear,29.7,14.5,18.8,0.0,78,snow,-13.3,19.4,5.3,13.7,58,0.656,0.0,0.656,5,5,2,1,0,0.108,0.055,0.161,0.77,0.203,0
BA6805,BA,British Airways,JFK,New York,LHR,London,2025-03-10 10:30:00,2025-03-10 17:25:30,2025-03-10 10:28:00,2025-03-10 17:23:30,on_time,0,5540,B787,rain,6.1,12.3,9.6,14.7,73,clear,32.9,10.6,14.3,0.0,85,0.158,0.158,0.129,10,0,3,0,0,0.598,0.793,0.403,0.82,0.093,0
U24881,U2,easyJet,FCO,Rome,BCN,Barcelona,2025-06-16 16:20:00,2025-06-16 17:23:27,2025-06-16 16:31:00,2025-06-16 17:34:27,delayed,11,846,A321,clear,19.8,0.7,15.7,0.0,49,rain,11.1,18.8,7.6,9.4,55,0.398,0.29,0.398,16,0,6,0,0,0.641,0.478,0.803,0.72,0.112,1
LH5732,LH,Lufthansa,LHR,London,CDG,Paris,2025-08-23 13:50:00,2025-08-23 14:15:57,2025-08-23 13:46:00,2025-08-23 14:11:57,on_time,0,346,B787,clear,20.3,9.6,13.9,0.0,78,clear,15.9,6.6,12.6,0.0,37,0.041,0.023,0.041,13,5,8,1,0,0.486,0.45,0.522,0.8,0.11,0
DL2515,DL,Delta Air Lines,LHR,London,FCO,Rome,2025-11-11 06:30:00,2025-11-11 08:18:13,2025-11-11 06:35:00,2025-11-11 08:23:13,on_time,0,1443,A321,snow,-1.1,17.6,3.7,17.6,90,clear,24.5,1.2,19.0,0.0,94,0.664,0.664,0.19,6,1,11,0,0,0.399,0.442,0.356,0.83,0.138,0
EK9726,EK,Emirates,BCN,Barcelona,LHR,London,2025-04-27 22:15:00,2025-04-27 23:41:01,2025-04-27 22:10:00,2025-04-27 23:36:01,on_time,0,1147,B787,rain,5.4,22.7,9.9,7.1,48,snow,-9.6,26.8,5.0,3.6,80,0.668,0.439,0.668,22,6,4,1,0,0.275,0.355,0.196,0.88,0.071,0
BA6681,BA,British Airways,BCN,Barcelona,LHR,London,2025-09-01 08:45:00,2025-09-01 10:11:01,2025-09-01 08:49:00,2025-09-01 10:15:01,on_time,0,1147,A320,cloudy,18.5,20.2,14.5,0.5,42,rain,19.7,36.3,4.8,10.2,90,0.574,0.17,0.574,8,0,9,0,0,0.728,0.77,0.685,0.82,0.071,0
